Product Name,Walmart Item ID,UPC Code,Serving Size,Serving Size Unit,Product Size,Price,Protein,Total lipid (fat),"Carbohydrate, by difference",Energy - kcal,Energy - kJ,"Fiber, total dietary","Calcium, Ca","Iron, Fe","Magnesium, Mg","Phosphorus, P","Potassium, K","Sodium, Na","Zinc, Zn","Vitamin A, IU",Vitamin E (alpha-tocopherol),"Vitamin D (D2 + D3), International Units",Vitamin E,"Vitamin C, total ascorbic acid","Thiamin	Riboflavin",Niacin,Vitamin K (phylloquinone),Folic acid,"Choline, total","Sugars, total including NLEA","Fatty acids, total trans","Fatty acids, total saturated",Vitamin B-6,Vitamin B-12,"Sugars, added"
LUNA Bar - LemonZest Flavor - 8g Protein - Low Glycemic - Nutrition Snack Bars - 1.69 oz. (6 Pack),700731135,722252233301,48,g,1.69 oz,6.37,16.7,12.5,58.3,396,396,6.2,154,2.08,50,167,265,177,,,,,2,,,,,,,18.8,0,5.21,,,18.8
"Great Value Chewy Chocolate Chunk Granola Bars, Value Pack, 20.3 oz, 24 Count",39127387,78742059716,24,g,,3.84,5.26,14.7,71.6,426,426,4.7,338,2.49,,,,291,,1,,,,0,,,,,,30.4,0.1,5.47,,,
"Great Value Fruit & Grain Cereal Bars, Strawberry, 1.3 oz, 8 Count",10315165,78742228167,37,g,,2.27,9,10.5,73,,,9.7,39,17.3,98,296,337,287,2.3,1440,0.74,77,,0.2,,9.6,2.2,173,28.8,15.4,0.1,1,1,2.9,
Kellogg's Rice Krispies Treats Squares 3 Flavors 12.1oz,993059917,38000269691,,,,4.82,3.4,9,80.5,417,417,0,3,2.2,13,42,39,351,0.5,900,0,0,,0,,9.1,0,199,0,19.4,,1.4,0.9,0,
"Great Value Fruit & Grain Bars, Variety Pack, 41.6 oz, 32 Count",764659276,78742008714,,,,7.44,3.12,9.38,72.9,385,385,1,0,1.56,,,42,333,,,,,,,,2.08,,26,,31.2,0,3.12,,,31.2
"Nature Valley Crunchy Granola Bars, Oats 'n Honey, 1.49 oz, 24 ct, 48 bars",788204005,16000173842,,,1.49 ONZ,10.96,7.92,17.2,70.2,455,455,5.5,,2.32,,,,343,,,,,,,,,,,,27.8,0.14,1.79,,,27.2
"KIND Bars Dark Chocolate Cherry Cashew + Antioxidants, Gluten Free, 1.4 oz, 6 Ct",156925359,602652271427,40,g,1.4 oz/40 g,6.73,10,22.5,55,450,450,6.2,100,2.7,100,200,350,50,,6250,,,,75,,2,,,,35,0,6.25,0.1,,
"Atkins Endulge Treat Almond Craze Chocolate Bar, Keto Friendly, 5 Ct",2495391568,637480003650,,,3.70 oz/105 g,6.58,9.52,38.1,47.6,476,476,19,143,0.95,,,333,48,,,,,,,,,,,,4.76,0,21.4,,,0
"Great Value Sweet & Salty Chewy Peanut Granola Bars , Value Pack, 1.24 oz, 12 Count",149094861,78742181424,35,g,,3.74,4.17,14.6,70.8,417,417,4.2,333,2.92,,,250,292,,,,,,,,,,,,29.2,0,6.25,,,29.2
"Kodiak Protein Chocolate Chip Chewy Granola Bars, 1.23 oz, 5 Count",115656684,705599016288,35,g,,4.96,5.65,16.6,70.2,418,418,3.8,41,2.19,64,176,237,291,1.3,,0.31,,,0,,0.765,16.4,0,16.7,28.9,,6.06,0.066,0,
"Honey Stinger Organic Healthy Snack Waffle, Vanilla, 6 Ct",857269722,810815025224,30,g,16 oz/480 g,7.88,0,23.3,70,533,533,3.3,0,2.4,,,,183,,0,,,,0,,,,,,46.7,0,10,,,
"Nature Valley Soft-Baked Oatmeal Squares, Cinnamon Brown Sugar, 12 ct",45612374,16000446465,nan,nan,1.24 ONZ,6.78,6.33,15.8,68.6,429,429,7.7,30,1.97,,,197,343,,,,,,,,,,,,24.9,0.13,2.19,,,23.6
"Rice Krispies Treats Original Chewy Crispy Marshmallow Squares, 12.4 oz, 16 Count",10818666,38000350559,22,g,,4.82,4.55,9.09,77.3,409,409,0,0,3.18,,,0,477,,,,,,,,9.09,,182,,36.4,0,2.27,,,36.4
"Great Value Fruit & Grain Cereal Bars Mixed Berry, 10.4 oz, 8 Count",10315228,78742229164,37,g,10.4 0Z/295 g,2.27,2.7,8.11,64.9,351,351,2.7,514,6.22,,,270,230,4.05,2030,,0,,,,13.5,,608,,32.4,0,2.7,5.4,16.2,32.4
"Nature Valley Granola Bars, Sweet and Salty Nut, Peanut, 1.2 oz, 15 ct",216139497,16000160521,nan,nan,,7.48,9.14,22.9,61.1,,,2.9,57,1.44,102,272,390,414,1.77,473,6.89,0,,0.3,,3.41,11.7,33,49.1,33.1,0,6.86,0.32,0.25,
"Great Value Fruit & Grain Cereal Bars Apple Cinnamon, 10.4 oz, 8 Count",10315227,78742229157,37,g,10.4 oz/296 g,2.27,8.11,8.11,67.6,378,378,8.1,703,4.86,,,0,270,10.1,2030,,0,,0,,13.5,,,,32.4,0,2.7,1.35,,32.4
"Sunbelt Bakery Chewy Granola Bars, Oats & Honey, 15 Ct",21656756,24300033025,27,g,3 oz/85 g,3.82,10.6,11.8,72.9,435,435,10.6,47,33.9,,,,259,,0,,,,0,,,,,,17.6,0,1.18,,,
"Larabar Chocolate Chip Cookie Dough, Gluten Free Fruit & Nut Bar, 12 Ct",710051094,21908122762,45,g,1.6 ONZ,12.94,8.36,25.9,56.1,491,491,6.3,47,6.06,,,559,132,,,,,,,,,,,,35.3,0,7.65,,,9.1
Ready Nutrition Vanilla Swirl Clean Bar,108254429,847644008098,,,,5.72,14.7,5.88,65.4,346,346,7.4,368,6.62,147,294,412,195,4.41,,0.24,,,88.2,,4.41,36.8,0,46.2,31.6,,1.47,0.588,1.32,
"Nature Valley Crunchy Granola Bars, Oats 'n Dark Chocolate, 6 ct, 12 bars",20553395,16000413146,nan,nan,1.49 ONZ,3.42,8.11,18.3,68.6,472,472,6.1,52,3.38,,,250,318,,,,,,,,,,,,28,0.12,3.3,,,27.4
"Great Value Sweet & Salty Chewy Almond Granola Bars, 1.23 oz, 6 Count",10898754,78742074993,35,g,10.56 oz/300 g,2.18,6.67,23.3,63.3,500,500,3.3,100,1.67,,,233,300,,,,0,,,,,,,,30,0,11.7,,,26.7
Quaker Chewy S'mores 8ct,20897622,30000311813,24,g,,2.52,5.65,16.6,70.2,418,418,3.8,41,2.19,64,176,237,291,1.3,,0.31,,,0,,0.765,16.4,0,16.7,28.9,,6.06,0.066,0,
Great Value Crunchy Granola Bars Oats & Honey 1.4 oz 6 Count,10316044,78742084992,42,g,18 oz/510 g,2.18,6.45,4.84,83.9,419,419,6.5,0,26.1,52,129,290,581,2.9,2420,,129,,48.4,,16.1,,,,25.8,0,0,1.61,4.84,
"Quaker Chewy Granola Bars, Variety Pack, 48 Pack",131651921,30000317709,,,,9.98,5.65,16.6,70.2,418,418,3.8,41,2.19,64,176,237,291,1.3,,0.31,,,0,,0.765,16.4,0,16.7,28.9,,6.06,0.066,0,
"Great Value, Fruit & Grain Cereal Bars, Blueberry, 8 Ct, 1.3 Oz",10315583,78742105802,37,g,,2.27,9,10.5,73,,,9.7,39,17.3,98,296,337,287,2.3,1440,0.74,77,,0.2,,9.6,2.2,173,28.8,15.4,0.1,1,1,2.9,
"Great Value Chocolate Chip Dipped Chewy Granola Bars Value Pack, 1.1 oz, 20 Count",199825121,78742008844,31,g,14 oz,5.78,3.85,19.2,65.4,462,462,3.8,0,5.54,,,115,288,,0,,,,0,,,,,,30.8,0,7.69,,,
"Nature Valley Crunchy Dipped Granola Squares, Peanut Butter Chocolate, 6 ct",467040961,16000187931,,,0.78 oz,3.42,4.55,22.7,68.2,500,500,4.5,,2.73,,,,409,,,,,,,,,,,,36.4,0,13.6,,,36.4
"Nature Valley Crunchy Granola Bars, Oats 'n Honey, 1.49 oz, 15 ct, 30 bars",490619350,16000160514,nan,nan,1.49 ONZ,7.48,7.92,17.2,70.2,455,455,5.5,,2.32,,,,343,,,,,,,,,,,,27.8,0.14,1.79,,,27.2
"Franzia Crisp White House Favorites White Wine, 5 L Bag In Box, ABV 9.00%",12170315,83120102892,,,,14.98,0.07,0,2.6,82,82,0,9,0.27,10,18,71,5,0.12,,0,,,0,,0.108,0.4,0,4.3,0.96,,0,0.05,0,
"Woodbridge Cabernet Sauvignon Red Wine, 1.5 L Bottle, 13.5% ABV",10984601,86003813854,,,,11.98,0.07,0,2.6,,,,,,,,,,,,,,,,,,,,,,0,,,,
"Reese's Milk Chocolate King Size Peanut Butter Footballs Candy, Pack 2.4 oz",827695145,34000474691,,,,2.28,10.5,29,57.9,500,500,2.6,105,2.84,,,,329,,0,,,,0,,,,,,52.6,0,11.8,,,
"Freshness Guaranteed Premium Ready-to-Serve Broccoli Pasta Salad Small Tub (14 oz, 1 Count)",769577605,78742372563,143,g,,5.24,1.41,1.48,8.05,45,45,1.8,27,0.78,18.5,34,319,419,0.2,,,,,,,,,,,,0.005,0.17,,,
"Black Box Cabernet Sauvignon, Califorina Red Wine, Single 3 Liter Box, Box Wine",10984556,81434000033,,,,18.97,0.07,0,2.6,,,,,,,,,,,,,,,,,,,,,,0,,,,
"Barefoot Cellars Moscato White Wine, California, 1.5 Liter Glass Bottle",171985902,85000016671,,,12.7 fl oz/375 mL,11.48,0,0,14.4,75,75,,,,,,,5,,,,,,,,,,,,9.09,,,,,
"Menage a Trois Silk Red Wine, 750mL Wine Bottle, 13.6% ABV",46371199,99988071362,,,,10.98,0.07,0,2.61,85,85,0,8,0.46,12,23,127,4,0.14,,0,,,0,,0.224,0.4,0,5.7,0.62,,0,0.057,0,
"Josh Cellars California Chardonnay White Wine, 750 ML Glass Bottle, 5 Servings",122897305,857744001325,,,,13.98,0.07,0,2.16,,,0,9,0.27,10,18,71,5,0.12,,,,,0,,0.108,,,,0.96,0,,0.05,0,
"Hapi Snacks Wasabi Peas, Hot, 9.9 Oz",10451710,11152851716,28,g,,5.48,14.1,14.1,62.2,,,3.8,123,3.8,102,270,732,300,3.31,1540,2.31,0,,0,,5.06,50.3,0,57.9,14.1,,5.29,0.548,0,
"Great Value Dry-Cured Sliced  Pork Pepperoni, 7 oz Plastic Tray",715139314,78742194066,,,,6.34,19.2,46.3,1.18,,,0,19,1.33,18,158,274,1580,2.44,0,1.03,52,,0,,4.99,5.8,0,51.2,0,1.53,17.7,0.362,1.3,
"Haagen Dazs Rum Raisin Ice Cream, Gluten Free, Kosher, 1 Package, 14oz",33302956,74570044009,106,g,14 fl oz/414 mL,3.98,3.81,15.2,26.7,257,257,0,95,0,,,,57,,476,,,,0,,,,,,24.8,0.48,9.52,,,
"Franzia Vintner Select Cabernet Sauvignon Red Wine, 5 L Bag In Box, ABV 12.50%",54333784,83120101895,,,,18.73,0.07,0,2.6,,,,,,,,,,,,,,,,,,,,,,0,,,,
"TGI Fridays Frozen Snacks & Appetizers Cheddar Cheese Stuffed Jalapeno Poppers Value Size, 32 oz Box Full Size",39384112,46704063323,76,g,6 oz/170.4 g,12.24,10.6,24.6,52.8,493,493,7,70,1.27,,,,1270,,352,,,,0,,,,,,0,0,3.52,,,
"Bota Box Pinot Grigio, White Wine, 3 L Box (4 750 mL bottles)",109864511,82242013253,,,,18.47,0.07,0,2.06,,,,,,,,,,,,,,,,,,,,,,0,,,,
"RUSSELL STOVER Sugar Free Assorted Chocolate Candy, 17.75 oz. bag ( 32 pieces)",800345390,77260069887,31,g,6 oz/170 g,11.32,4.26,23.4,63.8,468,468,2.1,85,1.53,,,,128,,213,,,,0,,,,,,51.1,0,14.9,,,
"Reese's Miniatures Milk Chocolate Peanut Butter Cups Candy, Family Pack 17.6 oz",706890202,34000432240,nan,nan,,7.44,10.2,30.5,55.4,515,515,3.6,78,1.21,62,161,343,357,1.28,56,0.15,0,,0.3,,4.49,2,0,35.4,47.2,0,10.7,0.1,0.26,
"Reese's Miniatures Milk Chocolate Peanut Butter Cups Candy, Party Pack 35.6 oz",610414849,34000447091,26,g,,12.98,10.2,30.5,55.4,515,515,3.6,78,1.21,62,161,343,357,1.28,56,0.15,0,,0.3,,4.49,2,0,35.4,47.2,0,10.7,0.1,0.26,
"Jolly Rancher, Kit Kat And Reese's Assorted Flavored Snack Size Halloween Candy, Party Pack 34.19 oz",883357982,34000939428,,,43.03 oz,13.24,2.78,2.78,69.4,306,306,69.4,0,0.83,,,14,139,,,,0,,,,,,,,41.7,0,0,,,41.7
"Reese's Milk Chocolate Peanut Butter Snack Size Cups Halloween Candy, Jumbo Bag 19.5 oz",862776084,34000403622,21,g,,5.94,10.2,30.5,55.4,515,515,3.6,78,1.21,62,161,343,357,1.28,56,0.15,0,,0.3,,4.49,2,0,35.4,47.2,0,10.7,0.1,0.26,
"Hershey's Miniatures Assorted Chocolate Candy, Share Pack 10.4 oz",594537786,34000214907,nan,nan,9.08 oz,4.84,7.14,32.1,57.1,500,500,3.6,179,3.57,,,357,71,,,,,,,,,,,,53.6,0,17.9,,,46.4
"Hershey's Milk Chocolate with Almonds Snack Size Candy, Bars 0.45 oz, 12 Count",890644523,34000291335,nan,nan,,2.37,9.76,35.7,51.7,568,568,3.6,,1.5,59,227,471,74,1.34,177,,,,1.8,,0.62,,,,44.6,0.15,17.4,0.07,,
"M&M's Milk Chocolate Candy, Party Size - 38 oz Bag",404566511,40000551133,28,g,,12.98,4.33,21.1,71.2,492,492,2.8,105,1.11,44,146,261,61,1.61,187,0.36,0,,0.5,,0.27,4,0,21.7,63.7,0.167,13.1,0.025,0.53,
"DOVE PROMISES Dark Chocolate Self Care Candy, 8.46 oz Bag",979650135,40000525363,32,g,9.76 oz/276.7 g,5.48,5,32.5,60,525,525,7.5,50,2.7,,,,0,,250,,,,,,,,,,47.5,0,20,,,
"Reese's Milk Chocolate Peanut Butter Cups Candy, Packs 1.5 oz, 6 Count",10449927,34000490059,42,g,,6.48,11.9,28.6,57.1,500,500,4.8,95,2.57,,,333,357,,,,0,,,,,,,,52.4,0,10.7,,,47.6
"Jolly Rancher Original Fruit Flavored Hard Candy, Bag 7 oz",10452791,10700702302,18,g,3.5 oz/99 g,2.98,0,0,94.4,389,389,,,,,,,56,,,,,,,,,,,,61.1,,,,,
"Reese's White Creme Snack Size Peanut Butter Cups Candy, Pack 6.6 oz, 12 Count",126160027,34000490363,,,,2.37,10.2,30.5,55.4,515,515,3.6,78,1.21,62,161,343,357,1.28,56,0.15,0,,0.3,,4.49,2,0,35.4,47.2,0,10.7,0.1,0.26,
"Hershey's Milk Chocolate Snack Size Candy, Bars 0.45 oz, 5 Count",48057738,34000080113,nan,nan,,1.18,9.68,29,58.1,516,516,3.2,97,2.9,,,355,323,,,,,,,,,,,,51.6,0,9.68,,,48.4
"Hershey's Hugs Milk Chocolate and White Creme Candy, Share Pack 10.6 oz",424606755,34000110322,31,GRM,10.6 oz/300 g,4.84,,29,61.3,516,516,0,194,1.29,,,290,81,,,,,,,,,,,,54.8,0,19.4,,,45.2
"Jolly Rancher Zero Sugar Assorted Fruit Flavored Hard Candy, Bag 2.5 oz",739817588,10700703613,16,g,3.5 oz/99 g,2.98,0,0,94.4,389,389,,,,,,,56,,,,,,,,,,,,61.1,,,,,
"Hershey's Kisses Milk Chocolate with Almonds Candy, Party Pack 32 oz",651757847,34000134793,nan,nan,,13.24,10,32.5,52.5,525,525,5,200,0.9,,,,62,,0,,,,0,,,,,,47.5,0,15,,,
Jack Link's Original & Teriyaki Jerky 9ct Multipack,935676066,17082005427,,,3.125 oz/90 g,13.98,38.9,2.78,16.7,278,278,0,0,4,,,,1670,,0,,,,0,,,,,,16.7,0,0,,,
"Formaggio Cheese Proscuitto and Mozzarella Artisan Wrap Tray, 5 oz, 7 Count",578543490,708531294799,,,6 oz/170 g,5.96,64.3,64.3,10.7,607,607,0,1070,0,,,,2460,,2140,,,,0,,,,,,0,,37.5,,,
"Freshness Guaranteed Cinnamon Mini Cake Bites, 13.5 oz, 16 Count, Clamshell",584821456,78742071923,72,g,,6.47,9.86,0.7,53.5,254,254,4.2,0,1.01,,,,338,,,,,,0,,,,,,1.41,0,0,,,
"Nature Valley Crunchy Granola Bars, Variety Pack, 1.49 oz, 24 ct, 48 bars",389007935,16000178359,,,,10.96,10.1,19.8,64.4,471,471,5.3,61,2.95,97,277,336,294,2.03,,2.09,,,0.9,,1.58,14.6,0,22,28.6,,2.37,0.085,0,
"Nature Valley Granola Bars, Sweet and Salty Nut, Almond, 1.2 oz, 15 ct",769279975,16000160538,nan,nan,,7.48,9.14,22.9,61.1,,,2.9,57,1.44,102,272,390,414,1.77,473,6.89,0,,0.3,,3.41,11.7,33,49.1,33.1,0,6.86,0.32,0.25,
"Nature Valley Granola Bars, Sweet and Salty Nut, Cashew, 1.2 oz, 6 ct",10311347,16000168930,nan,nan,1.2 ONZ,3.42,6.47,18.4,66.4,457,457,2.8,34,1.98,,,242,406,,,,,,,,,,,,25.4,0.02,7.02,,,22.8
"Nutri-Grain Strawberry Chewy Soft Baked Breakfast Bars, 10.4 oz, 8 Count",13424483,38000359002,37,g,6.45 ONZ,3.18,1.65,3.57,34.6,170,170,2.2,81,1.59,,,153,124,,,,,,0,,,,,,18.1,0,0.82,,,11.5
Ready Nutrition Chocolate Peanut Butter Clean Bar,273223151,847644008050,52,g,1.83 oz/52 g,5.72,28.8,13.5,44.2,385,385,13.5,154,2.08,,,,269,,0,,,,0,,,,,,19.2,0,2.88,,,
Quaker Chewy Dipps Peanut Butter Chocolatey Covered Granola Bars 14-1.05 oz. Bars,20897619,30000311332,30,g,,4.94,7.52,20.4,65,480,480,3.2,65,1.16,55,162,231,269,1.2,,4.19,,,0.3,,1.01,2,0,20.2,37.6,,8.69,0.115,0.06,
"Great Value Fruit & Grain Breakfast Bars, Cherry, 10.4 oz, 8 Count",778514840,78742294506,37,g,,2.27,4.4,7.5,72.8,,,2.1,41,4.86,27,103,197,337,4.1,2030,0.76,0,,0,,13.5,13.8,95,34.3,35.1,,1.5,1.4,0,
Ready Nutrition Dark Chocolate Sea Salt Clean Bar,408320138,847644008067,56,g,5.6 oz/158 g,5.72,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
Ready Nutrition Dark Chocolate Coconut Almond Clean Bar,248370631,847644008081,53,g,1.41 OZ/40 G,5.72,12.5,37.5,37.5,550,550,7.5,100,3.6,,,350,50,,,,0,,,,,,,,,0,15,,,15
"Golden Grahams Breakfast Cereal Treat Bars, S'mores, Snack Bars, 16 ct",935121350,16000146440,nan,nan,1.06 ONZ,6.54,3.39,11.2,75.5,417,417,2,680,4.55,,,141,364,3,,,,,4,,,,39,,41.2,0.08,5.1,0.4,1.2,40
"KIND Nut Bars, Dark Chocolate Nuts & Sea Salt, 1.4 oz, 12 Ct",139297127,602652186653,40,g,1.4 oz/40 g,14.72,15,37.5,40,500,500,17.5,150,3.6,150,250,525,312,2.25,0,,,,0,,4,,,,12.5,0,8.75,0.1,,
"Krusteaz Gluten Free Buttermilk Pancake Mix, Light & Fluffy, 16 oz Box",55536154,41449403106,41,g,16 oz/1 lbs/453 g,4.58,4.88,6.1,75.6,366,366,2.4,73,0.98,,,146,1070,,,,0,,,,,,,,19.5,0,0,,,17.1
CLIF BAR - Chocolate Chip - Made with Organic Oats - Non-GMO - Plant Based - Energy Bars - 2.4 oz. (18 Pack),994879569,722252512161,68,g,2.40 oz,21.98,16.2,11.8,58.8,382,382,7.4,57,2.94,88,221,372,338,,,,,1,,,,,,,25,0,1.47,,,22.1
"KIND THINS Peanut Butter Dark Chocolate Bars, Gluten Free Bars, 4g Sugar, 0.74 oz Bars (10 Ct)",452540885,602652296666,21,g,5.6 oz/160 g,6.73,20,32.5,42.5,500,500,6.2,100,3.6,150,250,475,62,,0,,,,0,,5,,,,22.5,0,8.75,,,
"JUNKLESS Non-GMO Delicious Chewy Peanut Butter Chocolate Chip Granola Bars, 1.1 oz, 8 Count",571613403,851100003244,31,g,,4.98,9.8,20,62.2,,,4.2,80,1.94,88,262,377,328,1.7,12,,,,0,,3.15,,0,,,,5.59,0.1,0.45,
"Rice Krispies Treats Homestyle Original Chewy Marshmallow Snack Bars, 27.9 oz, 24 Count",768364670,38000271410,,,,12.12,3.4,9,80.5,417,417,0,3,2.2,13,42,39,351,0.5,900,0,0,,0,,9.1,0,199,0,19.4,,1.4,0.9,0,
CLIF Kid Zbar - Chocolate Chip - Soft Baked Whole Grain Snack Bars - USDA Organic - Non-GMO - Plant-Based - 1.27 oz. (18 Pack),543202893,722252329578,36,g,,13.64,5.55,9.72,74.7,416,416,8.3,444,2.7,82,244,333,375,1.15,,0.98,,,39.1,,0.478,8.7,16,22.5,30.6,,2.72,0.073,0,
"Nutri-Grain Apple Cinnamon Chewy Soft Baked Breakfast Bars, 20.8 oz, 16 Count",10818664,14935910921,,,24.8 oz/704 g,5.98,4.55,7.95,68.2,341,341,6.8,318,4.32,,,250,307,3.41,1140,,0,,,,4.54,,,,31.8,0,1.14,0.455,,31.8
"Larabar Peanut Butter Chocolate Chip, Gluten Free Fruit & Nut Bar, 6 Ct",252862402,21908115320,45,g,1.6 ONZ,6.98,11.8,26.1,52.5,492,492,8.6,58,3.73,,,558,154,,,,,,,,,,,,36.1,0,7.03,,,8.4
CLIF BAR - Chocolate Brownie Flavor - Made with Organic Oats - Energy Bars - 2.4 oz. (6 Pack),12018837,722252660060,68,g,,6.87,14.7,5.88,65.4,346,346,7.4,368,6.62,147,294,412,195,4.41,,0.24,,,88.2,,4.41,36.8,0,46.2,31.6,,1.47,0.588,1.32,
"Nature Valley Sweet and Salty Nut Bars, Dark Chocolate Peanut Almond, 15 ct",258935584,16000160569,,,,7.48,9.14,22.9,61.1,,,2.9,57,1.44,102,272,390,414,1.77,473,6.89,0,,0.3,,3.41,11.7,33,49.1,33.1,0,6.86,0.32,0.25,
"No Sugar Company Keto Krax Dark Chocolatey Sea Salt & Almond Bark Snack, 200g",787975527,687910003255,,,17.284 oz/490 g,7.98,6.45,35.5,54.8,387,387,22.6,65,3.23,,,645,145,,,,0,,,,,,,,0,0,25.8,,,
"Nature Valley Mini Granola Bars, Dark Chocolate Peanut Almond, 20 ct",218871714,16000158948,nan,nan,,8.52,10.1,19.8,64.4,471,471,5.3,61,2.95,97,277,336,294,2.03,,2.09,,,0.9,,1.58,14.6,0,22,28.6,,2.37,0.085,0,
"Quaker Chewy Granola Bars, Chocolate Chip (18 Pack)",10312650,30000450178,24,g,,4.94,5.65,16.6,70.2,418,418,3.8,41,2.19,64,176,237,291,1.3,,0.31,,,0,,0.765,16.4,0,16.7,28.9,,6.06,0.066,0,
"Larabar Apple Pie, Gluten Free Vegan Fruit & Nut Bars, 1.6 oz bars, 12 ct",738618824,21908122830,45,g,1.6 ONZ,12.94,9,21,55,440,440,10,120,2,,,670,15,,,,,,,,,,,,40,0,1.5,,,0
"Honey Stinger, Organic Healthy Snack Mini Waffles, Vanilla, 5.3 oz Bag",352198982,810815023039,25,g,16 oz/480 g,6.88,0,23.3,70,533,533,3.3,0,2.4,,,,183,,0,,,,0,,,,,,46.7,0,10,,,
"Fiber One Weight Watchers Chewy Protein Bars, Peanut Butter Cocoa Crumble, 5 ct",1233584734,16000194540,,,1.17 ONZ,7.43,22,20,48,381,381,24,92,4,,,232,414,,,,0,,,,,,,,5,0,12,,,1
CLIF BAR - Crunchy Peanut Butter - Made with Organic Oats - Non-GMO - Plant Based - Energy Bars - 2.4 oz. (12 Pack),23740919,722252313218,68,g,,15.17,14.7,5.88,65.4,346,346,7.4,368,6.62,147,294,412,195,4.41,,0.24,,,88.2,,4.41,36.8,0,46.2,31.6,,1.47,0.588,1.32,
"Nutri-Grain Mixed Berry Chewy Soft Baked Breakfast Bars, 10.4 oz, 8 Count",10818667,38000355004,37,g,1.2 oz,3.18,5.71,7.14,71.4,343,343,8.6,0,1.43,,,200,243,,,,,,,,,,,,31.4,0,0,,,31.4
"Cinnamon Toast Crunch Breakfast Cereal Treat Bars, Snack Bars, 16 ct",549846821,16000146433,nan,nan,,6.54,4.17,12.5,75,417,417,0,250,4.5,,,,417,3.75,417,,0,,0,,6.67,,,,33.3,0,6.25,0.5,1,
"KIND Nut Bars, Cranberry Almond, 1.4 oz, 6 Count",957100723,602652271502,40,g,,6.73,13.8,31.9,44.3,486,486,6.4,115,3.08,166,314,460,46,2.7,,10.2,,,0.1,,2.94,7.7,0,37.4,22.6,,3.83,0.146,0,
"Chex Mix Cookies & Cream Treat Bar, Value Pack, 12 Bars",457501589,16000184695,,,,6.54,8.83,10,75.7,428,428,5.8,50,4.4,51,170,209,696,1.67,,0.98,,,0.1,,5.04,14.7,23,6.5,7.35,,1.6,0.192,0.13,
CLIF BAR - White Chocolate Macadamia Nut Flavor - Plant Based - Energy Bars - 2.4 oz. (6 Pack),227410981,722252660763,68,g,,6.87,14.7,5.88,65.4,346,346,7.4,368,6.62,147,294,412,195,4.41,,0.24,,,88.2,,4.41,36.8,0,46.2,31.6,,1.47,0.588,1.32,
"MadeGood Chocolate Drizzled Cookie Crumble Granola Bars, 5 Healthy Snack Bars, 0.78 oz Each",472207381,687456214177,24,g,0.85 oz,3.46,8.33,16.7,66.7,458,458,8.3,42,2.5,,,292,125,,,,,12,75,,,,,,29.2,0,8.33,1.25,,29.2
"KIND Nut Bars, Peanut Butter Dark Chocolate, 1.4 oz, 12 Ct",134302384,602652186646,40,g,5.6 oz/160 g,14.72,20,32.5,42.5,500,500,6.2,100,3.6,150,250,475,62,,0,,,,0,,5,,,,22.5,0,8.75,,,
"Lucky Charms Breakfast Cereal Treat Bars, Snack Bars, 6.8 oz, 8 ct",49533247,16000467576,nan,nan,0.85 ONZ,3.42,3.74,12.6,74.6,424,424,2.1,1080,4.72,,,99,344,2.5,,,,,0,,,,42,,36.4,0.09,4.29,0.333,1,37.2
"Nature Valley Protein Granola Bars, Peanut Butter Dark Chocolate, 5 ct",20470594,16000457232,nan,nan,,4.32,20,14.6,58.2,436,436,5.5,73,3.27,,,291,291,,0,,,,0,,,,,,27.3,0,2.73,,,
CLIF BAR - Chocolate Chip - Made with Organic Oats - Non-GMO - Plant Based - Energy Bars - 2.4 oz. (12 Pack),23740920,722252313225,68,g,,15.17,14.7,5.88,65.4,346,346,7.4,368,6.62,147,294,412,195,4.41,,0.24,,,88.2,,4.41,36.8,0,46.2,31.6,,1.47,0.588,1.32,
"SToK, Sweetened, Light Roast Pumpkin Creamed Cold Brew Coffee, 48 FL OZ Bottle",739962918,36632074768,360,ml,,5.58,1.27,0.7,5.91,35,35,0,46,0.01,6,39,86,15,0.17,,0.02,,,0.1,,0.155,0.1,0,8.1,5.91,,0.397,0.022,0.2,
"Stouffer's Classic Ketchup Glazed Meatloaf Meal, 9.875 oz (Frozen)",10804758,13800100726,280,g,9 7/8 oz/280 g,3.48,7.86,6.07,9.29,125,125,0.7,29,0.68,,,357,321,,,,3,,,,,,,,2.14,0,2.5,,,0.7
"Sprite Lemon Lime Mini Soda Pop Soft Drink, 7.5 fl oz, 10 Pack Cans",165789314,49000067248,,,7.5 fl oz,5.98,0,0,0,0,0,,,,,,,11,,,,,,,,,,,,0,,,,,0
"Great Value Fully Cooked Chicken Nuggets, 32 oz (Frozen)",51259447,78742122953,75,g,,5.97,13.4,19.2,17.9,298,298,1.8,52,1.06,28,183,229,600,0.87,,2.13,,,0.4,,3.64,11.1,0,35.4,0.8,,4,0.233,0.24,
"RITZ Original Crackers, 13.7 oz",34632324,44000031114,16,g,,3.88,6.64,26.4,61.3,510,510,2.3,120,4.03,18,248,118,726,0.49,,3.03,,,0,,4.35,69.3,84,9.6,8.18,,5.56,0.063,0,
HORMEL Chili with Beans,10290952,37600223188,247,g,15 OZ/425 g,2.28,6.88,3.64,12.6,109,109,2.8,24,0.73,,,,401,,121,,,,0,,,,,,2.02,0,1.42,,,
